,EXT1,EXT2,EXT3,EXT4,EXT5,EXT6,EXT7,EXT8,EXT9,EXT10,EST1,EST2,EST3,EST4,EST5,EST6,EST7,EST8,EST9,EST10,AGR1,AGR2,AGR3,AGR4,AGR5,AGR6,AGR7,AGR8,AGR9,AGR10,CSN1,CSN2,CSN3,CSN4,CSN5,CSN6,CSN7,CSN8,CSN9,CSN10,OPN1,OPN2,OPN3,OPN4,OPN5,OPN6,OPN7,OPN8,OPN9,OPN10
2687,1,5,3,5,2,5,1,4,2,5,3,4,5,3,3,3.0,2.0,1.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,5.0,2.0,5.0,1.0,3.0,1.0,3.0,5.0,5.0,5.0
2688,5,1,5,1,5,1,5,3,5,1,1,4,4,5,1,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,4.0,2.0,1.0,1.0,3.0,2.0,5.0,5.0,3.0,4.0,1.0,4.0,1.0,5.0,1.0,4.0,5.0,5.0,2.0,5.0,1.0,5.0,1.0,4.0,5.0,4.0,5.0
2689,2,3,2,4,2,2,1,4,1,4,4,3,4,2,1,2.0,4.0,1.0,3.0,3.0,3.0,4.0,1.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,4.0,2.0,5.0,2.0,2.0,1.0,4.0,1.0,4.0,4.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,4.0,5.0,2.0
2690,4,2,4,1,5,1,4,2,5,5,2,4,5,5,2,1.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,5.0,2.0,4.0,1.0,5.0,4.0,5.0,4.0,1.0,5.0,1.0,4.0,1.0,4.0,1.0,3.0,4.0,3.0,2.0,4.0,1.0,4.0,1.0,3.0,3.0,5.0,5.0
2691,1,3,2,5,4,3,1,5,1,4,5,2,4,2,2,4.0,4.0,3.0,4.0,3.0,1.0,2.0,2.0,5.0,1.0,3.0,3.0,5.0,5.0,4.0,3.0,3.0,5.0,3.0,3.0,3.0,4.0,3.0,3.0,5.0,4.0,1.0,5.0,1.0,4.0,1.0,5.0,4.0,5.0,5.0
2692,1,5,3,5,3,2,1,3,5,5,3,3,3,2,1,3.0,3.0,1.0,4.0,1.0,1.0,4.0,5.0,5.0,2.0,5.0,3.0,2.0,5.0,2.0,0.0,5.0,5.0,5.0,1.0,5.0,5.0,3.0,3.0,5.0,3.0,1.0,5.0,1.0,5.0,1.0,5.0,3.0,1.0,5.0
2693,1,5,3,1,1,2,1,4,1,1,5,1,5,3,3,4.0,3.0,3.0,1.0,2.0,5.0,1.0,1.0,3.0,3.0,5.0,1.0,4.0,5.0,3.0,1.0,1.0,4.0,1.0,5.0,1.0,1.0,1.0,5.0,5.0,4.0,1.0,3.0,1.0,3.0,2.0,3.0,2.0,1.0,2.0
2694,1,3,2,4,3,3,1,4,1,5,2,4,3,3,3,2.0,2.0,3.0,2.0,3.0,1.0,4.0,1.0,5.0,2.0,5.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,2.0,5.0,3.0,3.0,4.0,3.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,4.0,3.0
2695,1,4,3,3,3,2,2,4,2,3,4,3,3,3,3,2.0,3.0,3.0,4.0,3.0,2.0,4.0,1.0,4.0,2.0,3.0,2.0,4.0,4.0,3.0,5.0,2.0,5.0,2.0,5.0,1.0,5.0,1.0,5.0,5.0,3.0,2.0,4.0,2.0,4.0,2.0,4.0,3.0,5.0,4.0
2696,2,4,2,4,2,2,1,3,5,5,4,2,4,2,4,4.0,2.0,2.0,4.0,4.0,3.0,4.0,3.0,2.0,2.0,5.0,2.0,4.0,2.0,3.0,1.0,5.0,5.0,4.0,1.0,5.0,3.0,3.0,3.0,3.0,5.0,1.0,5.0,1.0,5.0,1.0,3.0,5.0,5.0,5.0
2697,1,5,1,5,1,2,1,5,1,5,4,4,4,1,2,3.0,4.0,4.0,2.0,5.0,2.0,3.0,3.0,4.0,2.0,4.0,2.0,4.0,4.0,1.0,2.0,5.0,5.0,5.0,1.0,5.0,2.0,4.0,2.0,2.0,4.0,1.0,5.0,1.0,3.0,1.0,5.0,4.0,5.0,5.0
2698,1,1,2,2,5,4,2,3,5,5,2,5,1,4,1,1.0,1.0,1.0,3.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,4.0,1.0,3.0,4.0,5.0,5.0,1.0,4.0,5.0,4.0,2.0,4.0,4.0,1.0,1.0,5.0,1.0,3.0,1.0,5.0,1.0,4.0,5.0
2699,5,1,4,2,5,1,3,2,5,2,4,2,4,1,2,4.0,5.0,5.0,5.0,5.0,2.0,5.0,3.0,3.0,3.0,5.0,1.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,2.0,5.0,5.0,3.0,5.0,5.0,5.0,3.0,4.0,2.0,5.0,1.0,5.0,5.0,5.0,5.0
2700,4,3,3,2,5,1,3,4,2,4,2,2,5,1,3,3.0,3.0,3.0,3.0,3.0,5.0,4.0,1.0,4.0,1.0,3.0,2.0,4.0,4.0,5.0,5.0,1.0,4.0,1.0,4.0,1.0,5.0,1.0,5.0,5.0,3.0,1.0,5.0,2.0,4.0,1.0,4.0,3.0,5.0,5.0
2701,3,2,4,3,4,3,5,3,4,2,5,3,4,3,3,3.0,4.0,4.0,3.0,3.0,1.0,4.0,1.0,4.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,1.0,4.0,3.0,3.0,2.0,3.0,4.0,2.0,4.0,2.0,3.0,1.0,3.0,4.0,4.0,3.0
2702,1,5,1,3,1,5,1,5,1,5,2,4,4,2,1,1.0,2.0,1.0,1.0,3.0,3.0,1.0,2.0,3.0,4.0,2.0,5.0,2.0,2.0,2.0,3.0,2.0,4.0,2.0,2.0,4.0,4.0,2.0,2.0,4.0,4.0,1.0,4.0,1.0,3.0,2.0,5.0,2.0,5.0,4.0
2703,1,5,3,5,1,4,1,5,2,5,4,3,4,2,2,2.0,2.0,2.0,5.0,4.0,1.0,4.0,1.0,3.0,2.0,3.0,2.0,4.0,2.0,5.0,2.0,5.0,2.0,4.0,1.0,5.0,3.0,2.0,2.0,3.0,1.0,4.0,4.0,3.0,3.0,2.0,5.0,1.0,5.0,2.0
2704,4,2,5,3,5,2,1,4,4,2,3,4,4,3,1,2.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,5.0,5.0,4.0,1.0,5.0,3.0,2.0,1.0,5.0,1.0,4.0,4.0,5.0,1.0,4.0,1.0,5.0,1.0,5.0,5.0,0.0,5.0
2705,1,5,1,5,1,1,1,5,1,5,5,2,5,1,1,4.0,5.0,4.0,3.0,4.0,1.0,5.0,1.0,5.0,2.0,5.0,1.0,4.0,5.0,2.0,4.0,1.0,5.0,2.0,3.0,1.0,5.0,4.0,3.0,4.0,1.0,2.0,5.0,1.0,3.0,2.0,5.0,1.0,4.0,3.0
2706,1,4,4,4,2,3,1,5,1,5,2,4,4,2,2,3.0,4.0,1.0,4.0,3.0,1.0,5.0,2.0,5.0,2.0,4.0,1.0,5.0,5.0,2.0,2.0,5.0,4.0,4.0,3.0,5.0,2.0,2.0,2.0,4.0,5.0,1.0,4.0,2.0,4.0,4.0,5.0,4.0,5.0,3.0
2707,3,2,2,5,4,1,1,5,1,4,4,3,3,4,2,1.0,3.0,2.0,3.0,2.0,1.0,5.0,1.0,4.0,1.0,3.0,3.0,4.0,5.0,3.0,5.0,5.0,5.0,3.0,1.0,4.0,2.0,1.0,3.0,3.0,5.0,1.0,4.0,1.0,4.0,1.0,5.0,3.0,4.0,5.0
2708,3,3,4,2,4,2,4,4,2,4,2,5,3,5,2,2.0,1.0,2.0,1.0,1.0,1.0,5.0,1.0,4.0,2.0,5.0,1.0,5.0,4.0,4.0,4.0,2.0,5.0,2.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,5.0,2.0,5.0,4.0
2709,5,1,5,1,5,1,5,1,5,1,1,5,1,5,1,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,5.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,5.0,5.0,5.0
2710,3,1,5,4,4,1,3,1,3,2,5,4,5,3,3,2.0,2.0,1.0,2.0,3.0,1.0,4.0,3.0,5.0,1.0,3.0,1.0,3.0,3.0,4.0,5.0,1.0,5.0,1.0,3.0,1.0,2.0,2.0,5.0,5.0,3.0,2.0,4.0,2.0,4.0,1.0,4.0,2.0,5.0,4.0
2711,5,1,5,3,4,1,3,3,4,5,1,5,2,5,1,1.0,1.0,1.0,2.0,1.0,5.0,3.0,3.0,1.0,5.0,1.0,3.0,2.0,2.0,5.0,4.0,2.0,5.0,3.0,3.0,2.0,4.0,1.0,5.0,4.0,5.0,1.0,5.0,2.0,4.0,1.0,5.0,4.0,3.0,5.0
2712,4,2,5,2,5,2,4,4,5,2,2,2,3,2,2,2.0,2.0,2.0,2.0,2.0,4.0,5.0,3.0,4.0,4.0,3.0,2.0,3.0,4.0,5.0,5.0,1.0,4.0,2.0,5.0,4.0,5.0,2.0,5.0,2.0,4.0,1.0,4.0,2.0,4.0,2.0,5.0,4.0,4.0,4.0
2713,1,4,2,4,1,4,1,4,2,4,3,4,4,3,5,2.0,4.0,3.0,3.0,2.0,1.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,5.0,4.0,3.0,1.0,2.0,4.0,4.0,4.0,3.0,2.0,3.0,4.0,4.0,3.0,2.0,4.0,2.0,4.0,2.0
2714,4,1,5,3,5,1,5,2,5,2,2,5,1,5,1,1.0,2.0,1.0,1.0,1.0,5.0,5.0,3.0,2.0,1.0,2.0,4.0,4.0,3.0,5.0,4.0,1.0,2.0,3.0,5.0,5.0,3.0,1.0,2.0,4.0,4.0,1.0,5.0,2.0,5.0,1.0,5.0,4.0,5.0,5.0
2715,3,3,4,3,3,2,3,3,3,3,4,3,4,3,1,4.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,4.0,3.0,5.0,3.0,2.0,3.0,3.0,4.0,2.0,4.0,2.0,3.0,1.0,3.0,3.0,4.0,5.0
2716,3,4,3,4,2,3,3,3,2,4,2,3,3,3,2,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,2.0,2.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0
2717,3,1,4,2,5,1,4,2,5,1,5,1,4,3,4,4.0,5.0,5.0,5.0,3.0,4.0,5.0,3.0,5.0,1.0,4.0,5.0,3.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,5.0,5.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,5.0,5.0,5.0
2718,3,2,4,4,3,2,3,5,1,5,3,3,4,2,3,4.0,3.0,4.0,3.0,3.0,2.0,4.0,4.0,3.0,1.0,4.0,2.0,3.0,4.0,5.0,2.0,5.0,3.0,3.0,1.0,5.0,4.0,4.0,2.0,1.0,3.0,2.0,5.0,1.0,3.0,1.0,3.0,3.0,2.0,4.0
2719,1,4,1,4,4,3,1,3,2,5,4,3,4,2,3,4.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,5.0,1.0,5.0,1.0,3.0,5.0,3.0,4.0,2.0,4.0,2.0,4.0,2.0,5.0,2.0,4.0,4.0,4.0,2.0,4.0,1.0,4.0,1.0,4.0,3.0,5.0,3.0
2720,4,1,5,2,5,1,3,1,5,1,2,4,4,5,2,3.0,1.0,1.0,5.0,1.0,2.0,5.0,4.0,4.0,1.0,4.0,1.0,4.0,3.0,4.0,1.0,5.0,5.0,5.0,1.0,5.0,5.0,1.0,2.0,4.0,5.0,2.0,4.0,1.0,5.0,1.0,4.0,5.0,4.0,4.0
2721,3,5,4,3,2,5,4,3,3,5,3,5,3,4,2,2.0,4.0,2.0,3.0,4.0,1.0,3.0,1.0,5.0,1.0,4.0,2.0,3.0,5.0,4.0,2.0,2.0,3.0,4.0,2.0,3.0,1.0,2.0,1.0,3.0,3.0,3.0,5.0,1.0,3.0,1.0,4.0,1.0,4.0,5.0
2722,2,3,1,3,3,2,2,4,3,4,4,3,4,3,5,5.0,3.0,3.0,5.0,3.0,1.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,5.0,4.0,3.0,4.0,3.0,2.0,4.0,3.0,5.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,2.0,2.0,2.0,5.0,4.0
2723,1,5,2,4,2,4,1,5,1,5,2,4,4,2,4,4.0,1.0,2.0,2.0,4.0,5.0,2.0,1.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,2.0,1.0,1.0,1.0,5.0,4.0,4.0,4.0,2.0,1.0,5.0,4.0,5.0,4.0,5.0,4.0
2724,5,1,2,2,4,2,4,2,4,2,4,3,3,3,2,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,2.0,3.0,2.0,3.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,5.0
2725,4,2,5,2,4,2,4,1,5,2,5,2,4,1,4,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,1.0,5.0,2.0,4.0,1.0,1.0,4.0,4.0,5.0,4.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,0.0,2.0,5.0,1.0,5.0,1.0,5.0,4.0,4.0,5.0
2726,1,4,4,5,3,4,1,4,3,5,5,3,5,2,2,4.0,5.0,5.0,5.0,3.0,2.0,3.0,5.0,3.0,3.0,3.0,2.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,4.0,3.0,4.0,2.0,5.0,2.0,3.0,1.0,4.0,3.0,5.0,3.0
2727,1,4,2,5,1,2,2,4,2,5,3,3,5,2,3,3.0,3.0,4.0,3.0,4.0,1.0,4.0,1.0,5.0,1.0,5.0,1.0,4.0,5.0,5.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,1.0,3.0,3.0,4.0,2.0,5.0,1.0,4.0,1.0,4.0,4.0,4.0,4.0
2728,2,3,4,3,3,3,1,4,3,3,3,4,3,4,3,2.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,1.0,4.0,1.0,2.0,1.0,5.0,3.0,4.0,3.0,2.0,3.0,2.0,4.0,1.0,3.0,3.0,1.0,2.0,1.0
2729,1,3,4,4,1,4,2,5,2,5,4,5,4,3,1,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,3.0,3.0,4.0,2.0,2.0,2.0,4.0,4.0,2.0,4.0,3.0,1.0,4.0,2.0,2.0,2.0,4.0,3.0,5.0,3.0
2730,3,1,4,2,5,1,2,3,3,2,4,5,4,1,4,5.0,3.0,3.0,5.0,1.0,1.0,5.0,1.0,5.0,2.0,5.0,2.0,5.0,4.0,5.0,2.0,1.0,4.0,1.0,5.0,1.0,5.0,1.0,3.0,5.0,4.0,3.0,3.0,2.0,5.0,2.0,3.0,4.0,2.0,4.0
2731,1,3,1,0,3,3,1,5,3,3,5,5,5,5,5,5.0,5.0,3.0,3.0,5.0,5.0,3.0,1.0,5.0,1.0,5.0,3.0,5.0,5.0,3.0,3.0,3.0,5.0,5.0,1.0,1.0,5.0,3.0,1.0,3.0,1.0,5.0,3.0,3.0,1.0,5.0,5.0,1.0,3.0,1.0
2732,5,1,5,5,5,1,5,5,5,5,5,2,1,3,1,1.0,1.0,2.0,1.0,5.0,2.0,5.0,1.0,5.0,1.0,1.0,1.0,4.0,5.0,5.0,1.0,1.0,5.0,1.0,1.0,1.0,3.0,1.0,5.0,5.0,0.0,1.0,5.0,1.0,5.0,1.0,5.0,5.0,5.0,5.0
2733,1,4,2,5,3,5,1,5,1,5,3,4,5,2,1,5.0,3.0,2.0,4.0,4.0,2.0,5.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,1.0,5.0,2.0,5.0,1.0,1.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,1.0,5.0,5.0
2734,3,4,2,3,2,5,1,2,4,5,5,5,5,2,3,5.0,5.0,2.0,5.0,2.0,1.0,2.0,2.0,5.0,5.0,4.0,5.0,2.0,5.0,5.0,3.0,5.0,5.0,3.0,1.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,5.0,3.0,4.0,1.0,5.0,1.0,3.0,5.0
2735,4,1,5,1,5,1,4,3,2,2,1,5,2,5,4,2.0,1.0,2.0,3.0,1.0,2.0,5.0,3.0,5.0,2.0,5.0,1.0,5.0,4.0,5.0,2.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,5.0,4.0,5.0,1.0,5.0,1.0,4.0,4.0,5.0,4.0
2736,2,2,3,3,3,3,2,4,2,4,4,3,4,2,3,4.0,3.0,3.0,3.0,3.0,1.0,5.0,3.0,4.0,2.0,3.0,2.0,3.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,1.0,4.0,2.0,4.0,3.0,5.0,2.0,4.0,2.0,4.0,2.0,5.0,5.0,5.0,4.0
2737,1,2,3,4,3,1,1,2,5,3,4,4,4,2,2,1.0,3.0,2.0,2.0,3.0,1.0,4.0,1.0,4.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,1.0,3.0,2.0,4.0,5.0,5.0,2.0,5.0,1.0,5.0,1.0,5.0,5.0,5.0,5.0
2738,3,2,2,5,3,2,2,3,3,4,5,3,4,1,5,4.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,5.0,4.0,4.0,3.0,5.0,2.0,3.0,4.0,4.0,5.0
2739,1,4,2,5,1,4,1,4,1,5,3,4,3,2,4,3.0,2.0,2.0,4.0,4.0,1.0,4.0,3.0,4.0,3.0,4.0,2.0,4.0,2.0,3.0,2.0,5.0,3.0,2.0,1.0,5.0,3.0,5.0,2.0,2.0,4.0,1.0,3.0,2.0,4.0,2.0,4.0,3.0,5.0,3.0
2740,1,5,1,5,1,5,1,2,2,5,5,2,5,2,5,5.0,5.0,5.0,5.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,2.0,4.0,5.0,5.0,5.0,1.0,5.0,5.0,3.0,4.0,4.0,3.0,4.0,3.0,2.0,3.0,1.0,2.0,1.0,5.0,5.0
2741,3,3,3,3,2,2,2,4,2,4,3,4,4,3,2,2.0,2.0,2.0,3.0,3.0,1.0,4.0,1.0,4.0,3.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,4.0,1.0,4.0,4.0,2.0,2.0,4.0,2.0,3.0,2.0,4.0,2.0,3.0,3.0
2742,3,3,2,3,2,3,2,3,3,5,5,1,4,2,2,2.0,3.0,2.0,4.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,4.0,2.0,4.0,2.0,3.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,4.0,1.0,2.0,4.0,3.0,2.0,2.0,3.0
2743,5,1,5,1,5,1,5,1,5,2,4,2,4,3,1,2.0,2.0,1.0,3.0,1.0,1.0,5.0,2.0,5.0,1.0,5.0,1.0,4.0,5.0,5.0,4.0,2.0,5.0,2.0,5.0,1.0,4.0,1.0,4.0,5.0,5.0,4.0,5.0,2.0,5.0,1.0,5.0,5.0,5.0,5.0
2744,3,3,2,4,4,3,1,4,2,4,4,3,4,3,4,3.0,4.0,3.0,4.0,3.0,2.0,3.0,2.0,4.0,2.0,2.0,4.0,2.0,3.0,2.0,4.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,2.0,4.0,3.0,5.0,4.0,4.0,5.0,2.0
2745,2,4,4,5,4,4,2,2,2,4,4,5,4,3,3,3.0,3.0,1.0,4.0,4.0,4.0,3.0,2.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,2.0,4.0,3.0,2.0,4.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0
2746,2,3,3,3,4,3,3,3,3,5,4,2,4,2,2,4.0,2.0,3.0,4.0,3.0,1.0,4.0,3.0,5.0,2.0,5.0,2.0,5.0,5.0,3.0,3.0,5.0,4.0,4.0,2.0,5.0,3.0,3.0,3.0,3.0,4.0,3.0,5.0,2.0,4.0,1.0,5.0,4.0,5.0,4.0
2747,3,2,4,3,5,2,2,3,4,2,5,2,5,2,4,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,3.0,2.0,3.0,4.0,4.0,5.0,3.0,5.0,2.0,4.0,1.0,4.0,3.0,5.0,4.0,5.0,2.0,5.0,2.0,4.0,1.0,4.0,4.0,4.0,4.0
2748,2,3,4,3,2,4,4,4,2,5,4,3,5,3,4,2.0,4.0,1.0,4.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,4.0,2.0,2.0,3.0,3.0,4.0,5.0,3.0,2.0,5.0,5.0,3.0,4.0,4.0,4.0,2.0,1.0,4.0,4.0,4.0,5.0,3.0,2.0,3.0
2749,5,2,4,2,4,1,5,2,5,2,4,4,5,2,2,4.0,0.0,3.0,4.0,2.0,1.0,4.0,3.0,5.0,2.0,5.0,1.0,5.0,5.0,4.0,4.0,1.0,5.0,2.0,5.0,2.0,4.0,1.0,2.0,5.0,4.0,1.0,5.0,1.0,5.0,1.0,4.0,4.0,5.0,5.0
2750,3,4,4,5,2,3,3,4,3,5,5,4,5,2,4,4.0,4.0,4.0,5.0,5.0,2.0,4.0,4.0,3.0,3.0,5.0,2.0,4.0,4.0,3.0,4.0,4.0,5.0,2.0,1.0,1.0,4.0,4.0,2.0,5.0,4.0,5.0,5.0,2.0,3.0,1.0,4.0,3.0,5.0,5.0
2751,1,2,4,2,2,2,1,4,1,2,4,4,4,3,1,2.0,2.0,1.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,2.0,2.0,5.0,1.0,4.0,1.0,4.0,1.0,4.0,4.0,5.0,1.0,5.0,2.0,4.0,1.0,4.0,5.0,5.0,4.0
2752,2,2,2,4,4,1,2,4,3,4,2,3,4,4,4,3.0,3.0,2.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,2.0,3.0,4.0,2.0,5.0,2.0,3.0,1.0,3.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,4.0,3.0,4.0
2753,4,1,3,2,5,2,5,3,2,3,5,2,4,2,2,1.0,5.0,4.0,3.0,3.0,1.0,5.0,3.0,4.0,3.0,5.0,1.0,2.0,5.0,4.0,2.0,5.0,5.0,1.0,2.0,1.0,4.0,1.0,2.0,3.0,5.0,1.0,5.0,1.0,4.0,1.0,5.0,5.0,4.0,4.0
2754,2,2,5,2,4,2,4,4,2,3,2,5,4,5,1,1.0,2.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,2.0,4.0,2.0,5.0,2.0,4.0,4.0,4.0,4.0,2.0,1.0,2.0,4.0,2.0,3.0,4.0,1.0,4.0,2.0,2.0,2.0,4.0,4.0,2.0,4.0,4.0
2755,1,4,3,4,3,4,2,5,1,5,2,2,4,2,3,2.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,5.0,1.0,5.0,2.0,5.0,5.0,5.0,4.0,4.0,5.0,1.0,4.0,4.0,5.0,1.0,3.0,5.0,3.0,2.0,2.0,4.0,3.0,3.0,5.0,1.0,1.0,5.0
2756,2,3,1,5,2,4,4,4,4,5,5,1,5,5,5,5.0,5.0,5.0,5.0,5.0,1.0,4.0,4.0,5.0,1.0,5.0,1.0,5.0,5.0,5.0,2.0,3.0,5.0,3.0,2.0,3.0,5.0,3.0,5.0,4.0,2.0,5.0,2.0,3.0,4.0,5.0,5.0,2.0,5.0,3.0
2757,3,1,3,2,5,2,4,3,3,4,3,3,4,5,3,5.0,5.0,4.0,5.0,2.0,0.0,5.0,1.0,4.0,3.0,4.0,3.0,3.0,5.0,3.0,2.0,5.0,3.0,4.0,1.0,3.0,4.0,3.0,2.0,3.0,3.0,2.0,4.0,1.0,3.0,2.0,4.0,3.0,2.0,3.0
2758,3,4,3,4,1,5,1,4,5,4,1,5,4,2,4,1.0,3.0,1.0,1.0,3.0,4.0,3.0,1.0,3.0,2.0,3.0,2.0,4.0,3.0,4.0,3.0,1.0,4.0,2.0,2.0,1.0,4.0,2.0,2.0,3.0,3.0,3.0,5.0,1.0,4.0,1.0,3.0,2.0,5.0,4.0
2759,5,1,4,1,5,1,3,3,5,1,3,2,5,3,5,2.0,4.0,2.0,2.0,1.0,2.0,4.0,3.0,4.0,2.0,3.0,3.0,1.0,4.0,5.0,5.0,1.0,5.0,1.0,3.0,2.0,3.0,1.0,3.0,5.0,5.0,5.0,4.0,1.0,5.0,1.0,5.0,4.0,5.0,5.0
2760,2,2,4,3,4,2,3,4,4,4,2,3,5,2,1,4.0,4.0,2.0,4.0,4.0,3.0,3.0,5.0,3.0,2.0,4.0,2.0,5.0,4.0,2.0,1.0,5.0,5.0,4.0,1.0,3.0,3.0,2.0,2.0,4.0,4.0,1.0,5.0,1.0,5.0,1.0,5.0,4.0,5.0,5.0
2761,4,1,5,1,5,1,5,1,5,1,5,2,5,1,5,5.0,3.0,1.0,4.0,5.0,2.0,5.0,5.0,4.0,4.0,5.0,1.0,4.0,4.0,4.0,1.0,5.0,3.0,4.0,1.0,5.0,5.0,5.0,1.0,5.0,3.0,5.0,3.0,5.0,3.0,5.0,3.0,1.0,5.0,4.0
2762,4,1,3,2,4,1,4,4,2,4,4,2,4,2,4,4.0,2.0,3.0,4.0,3.0,2.0,5.0,4.0,5.0,1.0,5.0,1.0,5.0,5.0,5.0,2.0,5.0,4.0,4.0,2.0,4.0,2.0,2.0,3.0,5.0,4.0,2.0,5.0,2.0,0.0,1.0,5.0,5.0,5.0,5.0
2763,4,2,4,2,5,2,4,3,3,4,3,3,5,3,2,3.0,4.0,3.0,3.0,2.0,1.0,4.0,1.0,5.0,2.0,5.0,2.0,4.0,5.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,4.0,2.0,3.0,2.0,4.0,4.0
2764,1,4,4,4,4,2,4,3,2,5,4,2,5,2,2,4.0,4.0,4.0,4.0,4.0,1.0,3.0,1.0,4.0,2.0,4.0,2.0,4.0,3.0,4.0,4.0,2.0,5.0,2.0,2.0,3.0,4.0,2.0,2.0,4.0,5.0,3.0,4.0,3.0,5.0,2.0,4.0,5.0,4.0,4.0
2765,4,2,4,3,3,3,3,3,3,3,5,3,4,3,3,2.0,4.0,4.0,3.0,1.0,2.0,4.0,3.0,4.0,2.0,5.0,2.0,2.0,4.0,3.0,4.0,2.0,4.0,2.0,3.0,2.0,5.0,2.0,4.0,4.0,4.0,2.0,4.0,2.0,3.0,2.0,3.0,4.0,4.0,3.0
